stage,difficulty,loop,noteId,noteType,phraseRole,enemyCue,noteTimeMs,durationMs,noteEndMs,trackTimeMs,nearestBeatMs,nearest16thMs,signedBeatOffsetMs,signed16thOffsetMs,signedChartGridOffsetMs,barIndex,beatInBar,chartSubdivisionSupportRatio,beatSupportRatio,timingWarning,droppedFromSpacing
shotengai,easy,2,easy-l2-0029,tap,answer,false,27713,0,27713,27713,27611,27740,102,-27,0,10,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0030,hold,tame,false,28736,682,29418,28736,28974,28762,-238,-26,0,10,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0031,tap,answer,false,29759,0,29759,29759,29656,29785,103,-26,0,10,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0032,tap,call,true,30611,0,30611,30611,30338,30637,273,-26,0,11,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0033,hold,tame,false,31293,682,31975,31293,31020,31319,273,-26,0,11,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0034,tap,answer,false,32316,0,32316,32316,32383,32342,-67,-26,0,11,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0035,tap,answer,false,33168,0,33168,33168,33065,33194,103,-26,0,12,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0036,tap,kobushi,false,34020,0,34020,34020,33747,34046,273,-26,0,12,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0037,hold,tame,false,35043,682,35725,35043,35111,35069,-68,-26,0,12,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0038,tap,answer,false,36066,0,36066,36066,35793,36092,273,-26,0,13,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0039,mash,kobushi,false,36918,1193,38111,36918,37156,36944,-238,-26,0,13,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0040,tap,answer,false,38793,0,38793,38793,38520,38819,273,-26,0,14,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0041,hold,tame,false,39645,682,40327,39645,39883,39671,-238,-26,0,14,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0042,tap,answer,false,40668,0,40668,40668,40565,40694,103,-26,0,14,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0043,tap,kobushi,false,41520,0,41520,41520,41247,41546,273,-26,0,15,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0044,tap,answer,false,42202,0,42202,42202,41929,42228,273,-26,0,15,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0045,hold,tame,false,43054,682,43736,43054,43293,43081,-239,-27,0,15,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0046,tap,answer,false,44077,0,44077,44077,43974,44103,103,-26,0,16,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0047,tap,call,true,44929,0,44929,44929,44656,44956,273,-27,0,16,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0048,hold,tame,false,45952,682,46634,45952,46020,45978,-68,-26,0,16,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0049,tap,answer,false,46975,0,46975,46975,46702,47001,273,-26,0,17,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0050,tap,kobushi,false,47316,0,47316,47316,47383,47342,-67,-26,0,17,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0051,tap,answer,false,47827,0,47827,47827,48065,47853,-238,-26,0,17,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0052,tap,kobushi,false,48679,0,48679,48679,48747,48706,-68,-27,0,17,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0053,hold,tame,false,49702,682,50384,49702,49429,49728,273,-26,0,18,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0054,tap,answer,false,50725,0,50725,50725,50793,50751,-68,-26,0,18,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0055,mash,kobushi,false,51236,1193,52429,51236,51474,51262,-238,-26,0,18,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0056,tap,answer,false,53111,0,53111,53111,52838,53137,273,-26,0,19,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0057,hold,tame,false,53963,682,54645,53963,54202,53990,-239,-27,0,19,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0058,tap,answer,false,54986,0,54986,54986,54883,55012,103,-26,0,20,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0059,tap,kobushi,false,55838,0,55838,55838,55565,55865,273,-27,0,20,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0060,tap,answer,false,56861,0,56861,56861,56929,56887,-68,-26,0,20,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0061,hold,tame,false,57713,682,58395,57713,57611,57740,102,-27,0,21,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0062,tap,answer,false,58736,0,58736,58736,58974,58762,-238,-26,0,21,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0063,tap,call,true,59418,0,59418,59418,59656,59444,-238,-26,0,21,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0064,hold,tame,false,60611,682,61293,60611,60338,60637,273,-26,0,22,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0065,tap,answer,false,61634,0,61634,61634,61702,61660,-68,-26,0,22,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0066,tap,answer,false,62145,0,62145,62145,62383,62171,-238,-26,0,22,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0067,tap,kobushi,false,62486,0,62486,62486,62383,62512,103,-26,0,22,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0068,tap,kobushi,false,63168,0,63168,63168,63065,63194,103,-26,0,23,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0069,hold,tame,false,64020,682,64702,64020,63747,64046,273,-26,0,23,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0070,tap,answer,false,65043,0,65043,65043,65111,65069,-68,-26,0,23,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0071,mash,kobushi,false,65895,1193,67088,65895,65793,65921,102,-26,0,24,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0072,tap,answer,false,67770,0,67770,67770,67838,67796,-68,-26,0,24,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0073,hold,tame,false,68793,682,69475,68793,68520,68819,273,-26,0,25,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0074,tap,answer,false,69816,0,69816,69816,69883,69842,-67,-26,0,25,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0075,tap,kobushi,false,70327,0,70327,70327,70565,70353,-238,-26,0,25,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0076,tap,answer,false,71520,0,71520,71520,71247,71546,273,-26,0,26,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0077,hold,tame,false,72202,682,72884,72202,71929,72228,273,-26,0,26,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0078,tap,answer,false,73225,0,73225,73225,73293,73251,-68,-26,0,26,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0079,tap,call,true,74077,0,74077,74077,73974,74103,103,-26,0,27,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0080,hold,tame,false,74929,682,75611,74929,74656,74956,273,-27,0,27,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0081,tap,answer,false,75952,0,75952,75952,76020,75978,-68,-26,0,27,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0082,tap,answer,false,76804,0,76804,76804,76702,76831,102,-27,0,28,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0083,tap,kobushi,false,77827,0,77827,77827,78065,77853,-238,-26,0,28,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0084,tap,kobushi,false,78168,0,78168,78168,78065,78194,103,-26,0,28,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0085,hold,tame,false,78679,682,79361,78679,78747,78706,-68,-27,0,28,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0086,tap,answer,false,79702,0,79702,79702,79429,79728,273,-26,0,29,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0087,mash,kobushi,false,80554,1193,81747,80554,80793,80581,-239,-27,0,29,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0088,tap,answer,false,82429,0,82429,82429,82156,82456,273,-27,0,30,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0089,hold,tame,false,83111,682,83793,83111,82838,83137,273,-26,0,30,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0090,tap,answer,false,84134,0,84134,84134,84202,84160,-68,-26,0,30,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0091,tap,kobushi,false,84986,0,84986,84986,84883,85012,103,-26,0,31,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0092,tap,answer,false,85838,0,85838,85838,85565,85865,273,-27,0,31,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0093,hold,tame,false,86861,682,87543,86861,86929,86887,-68,-26,0,31,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0094,tap,answer,false,87884,0,87884,87884,87611,87910,273,-26,0,32,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0095,tap,call,true,88736,0,88736,88736,88974,88762,-238,-26,0,32,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0096,hold,tame,false,89418,682,90100,89418,89656,89444,-238,-26,0,32,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0097,tap,answer,false,90611,0,90611,90611,90338,90637,273,-26,0,33,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0098,tap,answer,false,91293,0,91293,91293,91020,91319,273,-26,0,33,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0099,tap,kobushi,false,92145,0,92145,92145,92383,92171,-238,-26,0,33,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0100,hold,tame,false,93168,682,93850,93168,93065,93194,103,-26,0,34,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0101,tap,answer,false,94191,0,94191,94191,94429,94217,-238,-26,0,34,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0102,mash,kobushi,false,95043,1193,96236,95043,95111,95069,-68,-26,0,34,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0103,tap,answer,false,96918,0,96918,96918,97156,96944,-238,-26,0,35,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0104,hold,tame,false,97770,682,98452,97770,97838,97796,-68,-26,0,35,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0105,tap,answer,false,98793,0,98793,98793,98520,98819,273,-26,0,36,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0106,tap,kobushi,false,99645,0,99645,99645,99883,99671,-238,-26,0,36,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0107,tap,answer,false,100327,0,100327,100327,100565,100353,-238,-26,0,36,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0108,hold,tame,false,101520,682,102202,101520,101247,101546,273,-26,0,37,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0109,tap,answer,false,102543,0,102543,102543,102611,102569,-68,-26,0,37,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0110,tap,call,true,103054,0,103054,103054,103293,103081,-239,-27,0,37,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0111,hold,tame,false,104077,682,104759,104077,103974,104103,103,-26,0,38,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0112,tap,answer,false,105100,0,105100,105100,105338,105126,-238,-26,0,38,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0113,tap,answer,false,105952,0,105952,105952,106020,105978,-68,-26,0,38,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0114,tap,kobushi,false,106804,0,106804,106804,106702,106831,102,-27,0,39,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0115,hold,tame,false,107827,682,108509,107827,108065,107853,-238,-26,0,39,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0116,tap,answer,false,108850,0,108850,108850,108747,108876,103,-26,0,39,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0117,tap,kobushi,false,109191,0,109191,109191,109429,109217,-238,-26,0,40,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0118,mash,kobushi,false,109702,1193,110895,109702,109429,109728,273,-26,0,40,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0119,tap,answer,false,111407,0,111407,111407,111474,111433,-67,-26,0,40,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0120,hold,tame,false,112429,682,113111,112429,112156,112456,273,-27,0,41,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,easy,2,easy-l2-0121,tap,answer,false,113452,0,113452,113452,113520,113478,-68,-26,0,41,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0001,tap,call,true,1293,0,1293,1293,1020,1319,273,-26,0,0,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0002,hold,tame,false,2145,682,2827,2145,2383,2171,-238,-26,0,0,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0003,tap,answer,false,3168,0,3168,3168,3065,3194,103,-26,0,1,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0004,tap,answer,false,3509,0,3509,3509,3747,3535,-238,-26,0,1,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0005,tap,kobushi,false,4020,0,4020,4020,3747,4046,273,-26,0,1,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0006,hold,tame,false,4702,682,5384,4702,4429,4728,273,-26,0,1,2,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0007,tap,answer,false,5725,0,5725,5725,5793,5751,-68,-26,0,2,0,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0008,mash,kobushi,false,6236,1023,7259,6236,6474,6262,-238,-26,0,2,1,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
shotengai,normal,1,normal-l1-0009,hold,tame,false,8111,682,8793,8111,7838,8137,273,-26,0,2,3,0.927,0.695,shotengai: beat support warning 69.5%,not_observable_from_post_spacing_chart
